run,time_us,packet,boundary,delivered_bytes,live_records,first_send_us,delivered_time_us,app_marker,sample_bytes,send_elapsed_us,ack_elapsed_us,interval_us,rtt_us,rate_bytes_per_sec,valid,app_limited
ordinary/q4/per-opportunity,42010,0,registration,1200,43,1000,42010,0,1200,0,41010,41010,41010,29261.155815654718,true,false
ordinary/q4/per-opportunity,42010,0,acceptance,1200,43,1000,42010,0,1200,0,41010,41010,41010,29261.155815654718,true,false
ordinary/q4/per-opportunity,42010,0,departure,1200,43,1000,42010,0,1200,0,41010,41010,41010,29261.155815654718,true,false
ordinary/q4/per-opportunity,43010,1,registration,2400,42,1000,43010,0,2400,0,42010,42010,42010,57129.25493930017,true,false
ordinary/q4/per-opportunity,43010,1,acceptance,2400,42,1000,43010,0,2400,0,42010,42010,42010,57129.25493930017,true,false
ordinary/q4/per-opportunity,43010,1,departure,2400,42,1010,43010,0,2400,10,42010,42010,42000,57129.25493930017,true,false
ordinary/q4/per-opportunity,44010,2,registration,3600,41,1000,44010,0,3600,0,43010,43010,43010,83701.46477563358,true,false
ordinary/q4/per-opportunity,44010,2,acceptance,3600,41,1000,44010,0,3600,0,43010,43010,43010,83701.46477563358,true,false
ordinary/q4/per-opportunity,44010,2,departure,3600,41,1020,44010,0,3600,20,43010,43010,42990,83701.46477563358,true,false
ordinary/q4/per-opportunity,45010,3,registration,4800,44,1000,45010,0,4800,0,44010,44010,44010,109066.12133605998,true,false
ordinary/q4/per-opportunity,45010,3,acceptance,4800,44,1000,45010,0,4800,0,44010,44010,44010,109066.12133605998,true,false
ordinary/q4/per-opportunity,45010,3,departure,4800,41,1030,45010,0,4800,30,44010,44010,43980,109066.12133605998,true,false
ordinary/q4/per-opportunity,46010,4,registration,6000,43,5000,46010,0,6000,4000,45010,45010,41010,133303.710286603,true,false
ordinary/q4/per-opportunity,46010,4,acceptance,6000,43,5000,46010,0,6000,4000,45010,45010,41010,133303.710286603,true,false
ordinary/q4/per-opportunity,46010,4,departure,6000,43,5000,46010,0,6000,4000,45010,45010,41010,133303.710286603,true,false
ordinary/q4/per-opportunity,47010,5,registration,7200,42,5000,47010,0,7200,4000,46010,46010,42010,156487.72006085634,true,false
ordinary/q4/per-opportunity,47010,5,acceptance,7200,42,5000,47010,0,7200,4000,46010,46010,42010,156487.72006085634,true,false
ordinary/q4/per-opportunity,47010,5,departure,7200,42,5010,47010,0,7200,4010,46010,46010,42000,156487.72006085634,true,false
ordinary/q4/per-opportunity,48010,6,registration,8400,41,5000,48010,0,8400,4000,47010,47010,43010,178685.38608806636,true,false
ordinary/q4/per-opportunity,48010,6,acceptance,8400,41,5000,48010,0,8400,4000,47010,47010,43010,178685.38608806636,true,false
ordinary/q4/per-opportunity,48010,6,departure,8400,41,5020,48010,0,8400,4020,47010,47010,42990,178685.38608806636,true,false
ordinary/q4/per-opportunity,49010,7,registration,9600,44,5000,49010,0,9600,4000,48010,48010,44010,199958.34201208083,true,false
ordinary/q4/per-opportunity,49010,7,acceptance,9600,44,5000,49010,0,9600,4000,48010,48010,44010,199958.34201208083,true,false
ordinary/q4/per-opportunity,49010,7,departure,9600,41,5030,49010,0,9600,4030,48010,48010,43980,199958.34201208083,true,false
ordinary/q4/per-opportunity,50010,8,registration,10800,43,9000,50010,0,10800,8000,49010,49010,41010,220363.19118547236,true,false
ordinary/q4/per-opportunity,50010,8,acceptance,10800,43,9000,50010,0,10800,8000,49010,49010,41010,220363.19118547236,true,false
ordinary/q4/per-opportunity,50010,8,departure,10800,43,9000,50010,0,10800,8000,49010,49010,41010,220363.19118547236,true,false
ordinary/q4/per-opportunity,51010,9,registration,12000,42,9000,51010,0,12000,8000,50010,50010,42010,239952.0095980804,true,false
ordinary/q4/per-opportunity,51010,9,acceptance,12000,42,9000,51010,0,12000,8000,50010,50010,42010,239952.0095980804,true,false
ordinary/q4/per-opportunity,51010,9,departure,12000,42,9010,51010,0,12000,8010,50010,50010,42000,239952.0095980804,true,false
ordinary/q4/per-opportunity,52010,10,registration,13200,41,9000,52010,0,13200,8000,51010,51010,43010,258772.7896490884,true,false
ordinary/q4/per-opportunity,52010,10,acceptance,13200,41,9000,52010,0,13200,8000,51010,51010,43010,258772.7896490884,true,false
ordinary/q4/per-opportunity,52010,10,departure,13200,41,9020,52010,0,13200,8020,51010,51010,42990,258772.7896490884,true,false
ordinary/q4/per-opportunity,53010,11,registration,14400,44,9000,53010,0,14400,8000,52010,52010,44010,276869.83272447606,true,false
ordinary/q4/per-opportunity,53010,11,acceptance,14400,44,9000,53010,0,14400,8000,52010,52010,44010,276869.83272447606,true,false
ordinary/q4/per-opportunity,53010,11,departure,14400,41,9030,53010,0,14400,8030,52010,52010,43980,276869.83272447606,true,false
ordinary/q4/per-opportunity,54010,12,registration,15600,43,13000,54010,0,15600,12000,53010,53010,41010,294284.0973401245,true,false
ordinary/q4/per-opportunity,54010,12,acceptance,15600,43,13000,54010,0,15600,12000,53010,53010,41010,294284.0973401245,true,false
ordinary/q4/per-opportunity,54010,12,departure,15600,43,13000,54010,0,15600,12000,53010,53010,41010,294284.0973401245,true,false
ordinary/q4/per-opportunity,55010,13,registration,16800,42,13000,55010,0,16800,12000,54010,54010,42010,311053.5086095168,true,false
ordinary/q4/per-opportunity,55010,13,acceptance,16800,42,13000,55010,0,16800,12000,54010,54010,42010,311053.5086095168,true,false
ordinary/q4/per-opportunity,55010,13,departure,16800,42,13010,55010,0,16800,12010,54010,54010,42000,311053.5086095168,true,false
ordinary/q4/per-opportunity,56010,14,registration,18000,41,13000,56010,0,18000,12000,55010,55010,43010,327213.2339574623,true,false
ordinary/q4/per-opportunity,56010,14,acceptance,18000,41,13000,56010,0,18000,12000,55010,55010,43010,327213.2339574623,true,false
ordinary/q4/per-opportunity,56010,14,departure,18000,41,13020,56010,0,18000,12020,55010,55010,42990,327213.2339574623,true,false
ordinary/q4/per-opportunity,57010,15,registration,19200,44,13000,57010,0,19200,12000,56010,56010,44010,342795.9292983396,true,false
ordinary/q4/per-opportunity,57010,15,acceptance,19200,44,13000,57010,0,19200,12000,56010,56010,44010,342795.9292983396,true,false
ordinary/q4/per-opportunity,57010,15,departure,19200,41,13030,57010,0,19200,12030,56010,56010,43980,342795.9292983396,true,false
ordinary/q4/per-opportunity,58010,16,registration,20400,43,17000,58010,0,20400,16000,57010,57010,41010,357831.959305385,true,false
ordinary/q4/per-opportunity,58010,16,acceptance,20400,43,17000,58010,0,20400,16000,57010,57010,41010,357831.959305385,true,false
ordinary/q4/per-opportunity,58010,16,departure,20400,43,17000,58010,0,20400,16000,57010,57010,41010,357831.959305385,true,false
ordinary/q4/per-opportunity,59010,17,registration,21600,42,17000,59010,0,21600,16000,58010,58010,42010,372349.5948974315,true,false
ordinary/q4/per-opportunity,59010,17,acceptance,21600,42,17000,59010,0,21600,16000,58010,58010,42010,372349.5948974315,true,false
ordinary/q4/per-opportunity,59010,17,departure,21600,42,17010,59010,0,21600,16010,58010,58010,42000,372349.5948974315,true,false
ordinary/q4/per-opportunity,60010,18,registration,22800,41,17000,60010,0,22800,16000,59010,59010,43010,386375.1906456533,true,false
ordinary/q4/per-opportunity,60010,18,acceptance,22800,41,17000,60010,0,22800,16000,59010,59010,43010,386375.1906456533,true,false
ordinary/q4/per-opportunity,60010,18,departure,22800,41,17020,60010,0,22800,16020,59010,59010,42990,386375.1906456533,true,false
ordinary/q4/per-opportunity,61010,19,registration,24000,44,17000,61010,0,24000,16000,60010,60010,44010,399933.3444425929,true,false
ordinary/q4/per-opportunity,61010,19,acceptance,24000,44,17000,61010,0,24000,16000,60010,60010,44010,399933.3444425929,true,false
ordinary/q4/per-opportunity,61010,19,departure,24000,41,17030,61010,0,24000,16030,60010,60010,43980,399933.3444425929,true,false
ordinary/q4/per-opportunity,62010,20,registration,25200,43,21000,62010,0,25200,20000,61010,61010,41010,413047.0414686117,true,false
ordinary/q4/per-opportunity,62010,20,acceptance,25200,43,21000,62010,0,25200,20000,61010,61010,41010,413047.0414686117,true,false
ordinary/q4/per-opportunity,62010,20,departure,25200,43,21000,62010,0,25200,20000,61010,61010,41010,413047.0414686117,true,false
ordinary/q4/per-opportunity,63010,21,registration,26400,42,21000,63010,0,26400,20000,62010,62010,42010,425737.78422835027,true,false
ordinary/q4/per-opportunity,63010,21,acceptance,26400,42,21000,63010,0,26400,20000,62010,62010,42010,425737.78422835027,true,false
ordinary/q4/per-opportunity,63010,21,departure,26400,42,21010,63010,0,26400,20010,62010,62010,42000,425737.78422835027,true,false
ordinary/q4/per-opportunity,64010,22,registration,27600,41,21000,64010,0,27600,20000,63010,63010,43010,438025.7102047294,true,false
ordinary/q4/per-opportunity,64010,22,acceptance,27600,41,21000,64010,0,27600,20000,63010,63010,43010,438025.7102047294,true,false
ordinary/q4/per-opportunity,64010,22,departure,27600,41,21020,64010,0,27600,20020,63010,63010,42990,438025.7102047294,true,false
ordinary/q4/per-opportunity,65010,23,registration,28800,44,21000,65010,0,28800,20000,64010,64010,44010,449929.69848461176,true,false
ordinary/q4/per-opportunity,65010,23,acceptance,28800,44,21000,65010,0,28800,20000,64010,64010,44010,449929.69848461176,true,false
ordinary/q4/per-opportunity,65010,23,departure,28800,41,21030,65010,0,28800,20030,64010,64010,43980,449929.69848461176,true,false
ordinary/q4/per-opportunity,66010,24,registration,30000,43,25000,66010,0,30000,24000,65010,65010,41010,461467.4665436087,true,false
ordinary/q4/per-opportunity,66010,24,acceptance,30000,43,25000,66010,0,30000,24000,65010,65010,41010,461467.4665436087,true,false
ordinary/q4/per-opportunity,66010,24,departure,30000,43,25000,66010,0,30000,24000,65010,65010,41010,461467.4665436087,true,false
ordinary/q4/per-opportunity,67010,25,registration,31200,42,25000,67010,0,31200,24000,66010,66010,42010,472655.65823360096,true,false
ordinary/q4/per-opportunity,67010,25,acceptance,31200,42,25000,67010,0,31200,24000,66010,66010,42010,472655.65823360096,true,false
ordinary/q4/per-opportunity,67010,25,departure,31200,42,25010,67010,0,31200,24010,66010,66010,42000,472655.65823360096,true,false
ordinary/q4/per-opportunity,68010,26,registration,32400,41,25000,68010,0,32400,24000,67010,67010,43010,483509.92389195645,true,false
ordinary/q4/per-opportunity,68010,26,acceptance,32400,41,25000,68010,0,32400,24000,67010,67010,43010,483509.92389195645,true,false
ordinary/q4/per-opportunity,68010,26,departure,32400,41,25020,68010,0,32400,24020,67010,67010,42990,483509.92389195645,true,false
ordinary/q4/per-opportunity,69010,27,registration,33600,44,25000,69010,0,33600,24000,68010,68010,44010,494044.993383326,true,false
ordinary/q4/per-opportunity,69010,27,acceptance,33600,44,25000,69010,0,33600,24000,68010,68010,44010,494044.993383326,true,false
ordinary/q4/per-opportunity,69010,27,departure,33600,41,25030,69010,0,33600,24030,68010,68010,43980,494044.993383326,true,false
ordinary/q4/per-opportunity,70010,28,registration,34800,43,29000,70010,0,34800,28000,69010,69010,41010,504274.7427908999,true,false
ordinary/q4/per-opportunity,70010,28,acceptance,34800,43,29000,70010,0,34800,28000,69010,69010,41010,504274.7427908999,true,false
ordinary/q4/per-opportunity,70010,28,departure,34800,43,29000,70010,0,34800,28000,69010,69010,41010,504274.7427908999,true,false
ordinary/q4/per-opportunity,71010,29,registration,36000,42,29000,71010,0,36000,28000,70010,70010,42010,514212.25539208687,true,false
ordinary/q4/per-opportunity,71010,29,acceptance,36000,42,29000,71010,0,36000,28000,70010,70010,42010,514212.25539208687,true,false
ordinary/q4/per-opportunity,71010,29,departure,36000,42,29010,71010,0,36000,28010,70010,70010,42000,514212.25539208687,true,false
ordinary/q4/per-opportunity,72010,30,registration,37200,41,29000,72010,0,37200,28000,71010,71010,43010,523869.8774820448,true,false
ordinary/q4/per-opportunity,72010,30,acceptance,37200,41,29000,72010,0,37200,28000,71010,71010,43010,523869.8774820448,true,false
ordinary/q4/per-opportunity,72010,30,departure,37200,41,29020,72010,0,37200,28020,71010,71010,42990,523869.8774820448,true,false
ordinary/q4/per-opportunity,73010,31,registration,38400,44,29000,73010,0,38400,28000,72010,72010,44010,533259.2695458964,true,false
ordinary/q4/per-opportunity,73010,31,acceptance,38400,44,29000,73010,0,38400,28000,72010,72010,44010,533259.2695458964,true,false
ordinary/q4/per-opportunity,73010,31,departure,38400,41,29030,73010,0,38400,28030,72010,72010,43980,533259.2695458964,true,false
ordinary/q4/per-opportunity,74010,32,registration,39600,43,33000,74010,0,39600,32000,73010,73010,41010,542391.4532255855,true,false
ordinary/q4/per-opportunity,74010,32,acceptance,39600,43,33000,74010,0,39600,32000,73010,73010,41010,542391.4532255855,true,false
ordinary/q4/per-opportunity,74010,32,departure,39600,43,33000,74010,0,39600,32000,73010,73010,41010,542391.4532255855,true,false
ordinary/q4/per-opportunity,75010,33,registration,40800,42,33000,75010,0,40800,32000,74010,74010,42010,551276.8544791244,true,false
ordinary/q4/per-opportunity,75010,33,acceptance,40800,42,33000,75010,0,40800,32000,74010,74010,42010,551276.8544791244,true,false
ordinary/q4/per-opportunity,75010,33,departure,40800,42,33010,75010,0,40800,32010,74010,74010,42000,551276.8544791244,true,false
ordinary/q4/per-opportunity,76010,34,registration,42000,41,33000,76010,0,42000,32000,75010,75010,43010,559925.3432875617,true,false
ordinary/q4/per-opportunity,76010,34,acceptance,42000,41,33000,76010,0,42000,32000,75010,75010,43010,559925.3432875617,true,false
ordinary/q4/per-opportunity,76010,34,departure,42000,41,33020,76010,0,42000,32020,75010,75010,42990,559925.3432875617,true,false
ordinary/q4/per-opportunity,77010,35,registration,43200,44,33000,77010,0,43200,32000,76010,76010,44010,568346.2702276016,true,false
ordinary/q4/per-opportunity,77010,35,acceptance,43200,44,33000,77010,0,43200,32000,76010,76010,44010,568346.2702276016,true,false
ordinary/q4/per-opportunity,77010,35,departure,43200,41,33030,77010,0,43200,32030,76010,76010,43980,568346.2702276016,true,false
ordinary/q4/per-opportunity,78010,36,registration,44400,43,37000,78010,0,44400,36000,77010,77010,41010,576548.50019478,true,false
ordinary/q4/per-opportunity,78010,36,acceptance,44400,43,37000,78010,0,44400,36000,77010,77010,41010,576548.50019478,true,false
ordinary/q4/per-opportunity,78010,36,departure,44400,43,37000,78010,0,44400,36000,77010,77010,41010,576548.50019478,true,false
ordinary/q4/per-opportunity,79010,37,registration,45600,42,37000,79010,0,45600,36000,78010,78010,42010,584540.4435328804,true,false
ordinary/q4/per-opportunity,79010,37,acceptance,45600,42,37000,79010,0,45600,36000,78010,78010,42010,584540.4435328804,true,false
ordinary/q4/per-opportunity,79010,37,departure,45600,42,37010,79010,0,45600,36010,78010,78010,42000,584540.4435328804,true,false
ordinary/q4/per-opportunity,80010,38,registration,46800,41,37000,80010,0,46800,36000,79010,79010,43010,592330.0847993925,true,false
ordinary/q4/per-opportunity,80010,38,acceptance,46800,41,37000,80010,0,46800,36000,79010,79010,43010,592330.0847993925,true,false
ordinary/q4/per-opportunity,80010,38,departure,46800,41,37020,80010,0,46800,36020,79010,79010,42990,592330.0847993925,true,false
ordinary/q4/per-opportunity,81010,39,registration,48000,44,37000,81010,0,48000,36000,80010,80010,44010,599925.0093738283,true,false
ordinary/q4/per-opportunity,81010,39,acceptance,48000,44,37000,81010,0,48000,36000,80010,80010,44010,599925.0093738283,true,false
ordinary/q4/per-opportunity,81010,39,departure,48000,41,37030,81010,0,48000,36030,80010,80010,43980,599925.0093738283,true,false
ordinary/q4/per-opportunity,82010,40,registration,49200,43,41000,82010,0,49200,40000,81010,81010,41010,607332.4280952968,true,false
ordinary/q4/per-opportunity,82010,40,acceptance,49200,43,41000,82010,0,49200,40000,81010,81010,41010,607332.4280952968,true,false
ordinary/q4/per-opportunity,82010,40,departure,49200,43,41000,82010,0,49200,40000,81010,81010,41010,607332.4280952968,true,false
ordinary/q4/per-opportunity,83010,41,registration,50400,42,41000,83010,0,50400,40000,82010,82010,42010,614559.2000975491,true,false
ordinary/q4/per-opportunity,83010,41,acceptance,50400,42,41000,83010,0,50400,40000,82010,82010,42010,614559.2000975491,true,false
ordinary/q4/per-opportunity,83010,41,departure,50400,42,41010,83010,0,50400,40010,82010,82010,42000,614559.2000975491,true,false
ordinary/q4/per-opportunity,84010,42,registration,51600,41,41000,84010,0,51600,40000,83010,83010,43010,621611.8539934948,true,false
ordinary/q4/per-opportunity,84010,42,acceptance,51600,41,41000,84010,0,51600,40000,83010,83010,43010,621611.8539934948,true,false
ordinary/q4/per-opportunity,84010,42,departure,51600,41,41020,84010,0,51600,40020,83010,83010,42990,621611.8539934948,true,false
ordinary/q4/per-opportunity,85010,43,registration,52800,44,41000,85010,0,52800,40000,84010,84010,44010,628496.6075467207,true,false
ordinary/q4/per-opportunity,85010,43,acceptance,52800,44,41000,85010,0,52800,40000,84010,84010,44010,628496.6075467207,true,false
ordinary/q4/per-opportunity,85010,43,departure,52800,41,41030,85010,0,52800,40030,84010,84010,43980,628496.6075467207,true,false
ordinary/q4/per-opportunity,86010,44,registration,54000,43,45000,86010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,86010,44,acceptance,54000,43,45000,86010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,86010,44,departure,54000,43,45000,86010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,87010,45,registration,55200,42,45000,87010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,87010,45,acceptance,55200,42,45000,87010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,87010,45,departure,55200,42,45010,87010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,88010,46,registration,56400,41,45000,88010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,88010,46,acceptance,56400,41,45000,88010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,88010,46,departure,56400,41,45020,88010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,89010,47,registration,57600,44,45000,89010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,89010,47,acceptance,57600,44,45000,89010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,89010,47,departure,57600,41,45030,89010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,90010,48,registration,58800,43,49000,90010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,90010,48,acceptance,58800,43,49000,90010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,90010,48,departure,58800,43,49000,90010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,91010,49,registration,60000,42,49000,91010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,91010,49,acceptance,60000,42,49000,91010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,91010,49,departure,60000,42,49010,91010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,92010,50,registration,61200,41,49000,92010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,92010,50,acceptance,61200,41,49000,92010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,92010,50,departure,61200,41,49020,92010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,93010,51,registration,62400,44,49000,93010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,93010,51,acceptance,62400,44,49000,93010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,93010,51,departure,62400,41,49030,93010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,94010,52,registration,63600,43,53000,94010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,94010,52,acceptance,63600,43,53000,94010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,94010,52,departure,63600,43,53000,94010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,95010,53,registration,64800,42,53000,95010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,95010,53,acceptance,64800,42,53000,95010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,95010,53,departure,64800,42,53010,95010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,96010,54,registration,66000,41,53000,96010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,96010,54,acceptance,66000,41,53000,96010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,96010,54,departure,66000,41,53020,96010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,97010,55,registration,67200,44,53000,97010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,97010,55,acceptance,67200,44,53000,97010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,97010,55,departure,67200,41,53030,97010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,98010,56,registration,68400,43,57000,98010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,98010,56,acceptance,68400,43,57000,98010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,98010,56,departure,68400,43,57000,98010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,99010,57,registration,69600,42,57000,99010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,99010,57,acceptance,69600,42,57000,99010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,99010,57,departure,69600,42,57010,99010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,100010,58,registration,70800,41,57000,100010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,100010,58,acceptance,70800,41,57000,100010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,100010,58,departure,70800,41,57020,100010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,101010,59,registration,72000,44,57000,101010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,101010,59,acceptance,72000,44,57000,101010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,101010,59,departure,72000,41,57030,101010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,102010,60,registration,73200,43,61000,102010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,102010,60,acceptance,73200,43,61000,102010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,102010,60,departure,73200,43,61000,102010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,103010,61,registration,74400,42,61000,103010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,103010,61,acceptance,74400,42,61000,103010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,103010,61,departure,74400,42,61010,103010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,104010,62,registration,75600,41,61000,104010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,104010,62,acceptance,75600,41,61000,104010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,104010,62,departure,75600,41,61020,104010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,105010,63,registration,76800,44,61000,105010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,105010,63,acceptance,76800,44,61000,105010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,105010,63,departure,76800,41,61030,105010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,106010,64,registration,78000,43,65000,106010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,106010,64,acceptance,78000,43,65000,106010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,106010,64,departure,78000,43,65000,106010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,107010,65,registration,79200,42,65000,107010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,107010,65,acceptance,79200,42,65000,107010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,107010,65,departure,79200,42,65010,107010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,108010,66,registration,80400,41,65000,108010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,108010,66,acceptance,80400,41,65000,108010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,108010,66,departure,80400,41,65020,108010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,109010,67,registration,81600,44,65000,109010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,109010,67,acceptance,81600,44,65000,109010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,109010,67,departure,81600,41,65030,109010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
ordinary/q4/per-opportunity,110010,68,registration,82800,43,69000,110010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,110010,68,acceptance,82800,43,69000,110010,0,50400,44000,42000,44000,41010,1.1454545454545454e+06,true,false
ordinary/q4/per-opportunity,110010,68,departure,82800,43,69000,110010,0,50400,43980,42000,43980,41010,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,111010,69,registration,84000,42,69000,111010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,111010,69,acceptance,84000,42,69000,111010,0,51600,44000,43000,44000,42010,1.1727272727272727e+06,true,false
ordinary/q4/per-opportunity,111010,69,departure,84000,42,69010,111010,0,50400,43980,42000,43980,42000,1.145975443383356e+06,true,false
ordinary/q4/per-opportunity,112010,70,registration,85200,41,69000,112010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,112010,70,acceptance,85200,41,69000,112010,0,52800,44000,44000,44000,43010,1.2e+06,true,false
ordinary/q4/per-opportunity,112010,70,departure,85200,41,69020,112010,0,51600,43990,43000,43990,42990,1.1729938622414186e+06,true,false
ordinary/q4/per-opportunity,113010,71,registration,86400,44,69000,113010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,113010,71,acceptance,86400,44,69000,113010,0,54000,44000,45000,45000,44010,1.2e+06,true,false
ordinary/q4/per-opportunity,113010,71,departure,86400,41,69030,113010,0,52800,44000,44000,44000,43980,1.2e+06,true,false
