scenario,variant,time_ms,state,base_rtt_ms,sample_rtt_ms,min_rtt_ms,probe_cap_bytes,flight_bytes,queue_bytes,deadline_ms,round_boundary_bytes,min_stamp_ms,probe_min_ms,probe_stamp_ms,saved_cap_bytes,round_done,probe_total_ms,event
ordinary-queue,draft06,1000,ProbeBW,100,0,101,73730,584000,584000,0,0,1000,101,1000,73730,false,0,initial
ordinary-queue,draft06,1100,ProbeBW,100,0,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1200,ProbeBW,100,200,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1300,ProbeBW,100,300,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1400,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1500,ProbeBW,100,500,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1600,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1700,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1800,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,1900,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2000,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2100,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2200,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2300,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2400,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2500,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2600,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2700,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2800,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,2900,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3000,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3100,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3200,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3300,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3400,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3500,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3600,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3700,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3800,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,3900,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4000,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4100,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4200,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4300,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4400,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4500,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4600,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4700,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4800,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,4900,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5000,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5100,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5200,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5300,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5400,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5500,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5600,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5700,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5800,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,5900,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,6000,ProbeBW,100,400,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,draft06,6001,ProbeRTT,100,400,101,73730,582540,436540,0,0,1000,400,6001,73730,false,0,enter;
ordinary-queue,draft06,6100,ProbeRTT,100,400,101,73730,438000,292000,0,0,1000,400,6001,73730,false,99,
ordinary-queue,draft06,6200,ProbeRTT,100,400,101,73730,292000,146000,0,0,1000,400,6001,73730,false,199,
ordinary-queue,draft06,6300,ProbeRTT,100,400,101,73730,146000,0,0,0,1000,400,6001,73730,false,299,
ordinary-queue,draft06,6350,ProbeRTT,100,400,101,73730,73000,0,6550,7665000,1000,400,6001,73730,false,349,timer-start;
ordinary-queue,draft06,6400,ProbeRTT,100,400,101,73730,73000,1460,6550,7665000,1000,400,6001,73730,false,399,
ordinary-queue,draft06,6500,ProbeRTT,100,101,101,73730,73000,1460,6550,7665000,1000,101,6452,73730,true,499,
ordinary-queue,draft06,6553,ProbeBW,100,101,101,73730,73000,1460,6550,7665000,1000,101,6553,73730,true,552,exit;
ordinary-queue,draft06,6600,ProbeBW,100,101,101,73730,73000,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,6700,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,6800,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,6900,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7000,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7100,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7200,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7300,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7400,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7500,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7600,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7700,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7800,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,7900,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8000,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8100,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8200,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8300,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8400,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8500,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8600,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8700,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8800,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,8900,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9000,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9100,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9200,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9300,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9400,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9500,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9600,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9700,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9800,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,9900,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10000,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10100,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10200,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10300,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10400,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10500,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10600,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10700,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10800,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,10900,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,11000,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,1000,101,6553,73730,true,552,
ordinary-queue,draft06,11100,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,6553,101,6553,73730,true,552,
ordinary-queue,draft06,11200,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,6553,101,6553,73730,true,552,
ordinary-queue,draft06,11300,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,6553,101,6553,73730,true,552,
ordinary-queue,draft06,11400,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,6553,101,6553,73730,true,552,
ordinary-queue,draft06,11500,ProbeBW,100,101,101,73730,147460,1460,6550,7665000,6553,101,6553,73730,true,552,
ordinary-queue,draft06,11554,ProbeRTT,100,101,101,73730,146000,0,0,7665000,6553,101,11554,73730,false,552,enter;
ordinary-queue,draft06,11600,ProbeRTT,100,101,101,73730,78840,0,0,7665000,6553,101,11554,73730,false,598,
ordinary-queue,draft06,11604,ProbeRTT,100,101,101,73730,73000,0,11804,15112460,6553,101,11554,73730,false,602,timer-start;
ordinary-queue,draft06,11700,ProbeRTT,100,101,101,73730,73000,0,11804,15112460,6553,101,11554,73730,false,698,
ordinary-queue,draft06,11800,ProbeRTT,100,101,101,73730,73000,0,11804,15112460,6553,101,11554,73730,true,798,
ordinary-queue,draft06,11807,ProbeBW,100,101,101,73730,73000,1460,11804,15112460,6553,101,11807,73730,true,805,exit;
ordinary-queue,draft06,11900,ProbeBW,100,101,101,73730,137240,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12000,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12100,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12200,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12300,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12400,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12500,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12600,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12700,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12800,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,12900,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13000,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13100,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13200,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13300,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13400,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13500,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13600,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13700,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13800,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,13900,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14000,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14100,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14200,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14300,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14400,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14500,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14600,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14700,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14800,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,14900,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,draft06,15000,ProbeBW,100,101,101,73730,147460,1460,11804,15112460,6553,101,11807,73730,true,805,
ordinary-queue,proposal,1000,ProbeBW,100,0,101,73730,584000,584000,0,0,1000,101,1000,73730,false,0,initial
ordinary-queue,proposal,1100,ProbeBW,100,0,101,73730,584000,438000,0,0,1000,101,1000,73730,false,0,
ordinary-queue,proposal,1200,ProbeBW,100,200,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1300,ProbeBW,100,300,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1500,ProbeBW,100,500,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,1900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,2900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,3900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,4900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,5900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,6900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,7900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,8900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9000,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9100,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9200,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9300,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9400,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9500,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9600,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9700,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9800,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
ordinary-queue,proposal,9900,ProbeBW,100,400,101,73730,584000,438000,0,0,1101,101,1000,73730,false,0,
